sorting,graph,tree,partition,basic_knowledge,loop_and_branch,simulate,weakness
0.48,0.63,0.72,0.73,0.77,0.89,0.72,sorting
0.48,0.67,0.95,0.49,0.67,0.72,0.98,sorting;partition
0.48,0.58,0.8,0.8,0.49,0.47,0.95,sorting;graph;basic_knowledge;loop_and_branch
0.93,0.63,0.68,0.97,0.81,0.49,0.74,loop_and_branch
0.98,0.8,0.51,0.55,0.87,0.94,0.61,tree;partition
0.9,0.73,0.52,0.62,0.56,0.46,0.92,tree;basic_knowledge;loop_and_branch
0.86,0.94,0.96,0.71,0.71,0.73,0.72,
0.85,0.85,0.66,0.52,0.69,0.69,0.95,partition
0.85,0.98,0.69,0.86,0.5,0.96,0.46,basic_knowledge;simulate
0.65,0.58,0.72,0.97,0.74,0.89,0.46,graph;simulate
0.82,0.55,0.52,0.73,0.47,0.54,0.88,graph;tree;basic_knowledge;loop_and_branch
0.7,0.45,0.89,0.75,0.91,0.59,0.53,graph;loop_and_branch;simulate
0.67,0.57,0.74,0.79,0.84,0.97,0.78,graph
0.61,0.72,0.78,0.82,0.7,0.78,0.77,
0.85,0.86,0.47,0.85,0.92,0.89,0.89,tree
0.98,0.92,0.95,0.86,0.48,0.76,0.75,basic_knowledge
0.87,0.54,0.83,0.98,0.93,0.9,0.76,graph
0.91,0.89,0.56,0.68,0.52,0.82,0.76,tree;basic_knowledge
0.45,0.59,0.71,0.7,0.76,0.82,0.48,sorting;graph;simulate
0.76,0.52,0.97,0.52,0.5,0.72,0.57,graph;partition;basic_knowledge;simulate
0.8,0.53,0.97,0.84,0.73,0.85,0.71,graph
0.6,0.89,0.48,0.57,0.92,0.53,0.65,tree;partition;loop_and_branch
0.95,0.53,0.71,0.64,0.88,0.75,0.93,graph
0.43,0.43,0.71,0.76,0.79,0.65,0.85,sorting;graph
0.77,0.79,0.57,0.66,0.7,0.69,0.57,tree;simulate
0.89,0.74,0.56,0.58,0.67,0.89,0.6,tree;partition
0.93,0.93,0.72,0.76,0.89,0.66,0.69,
0.6,0.58,0.73,0.77,0.47,0.86,0.68,graph;basic_knowledge
0.68,0.82,0.95,0.47,0.6,0.96,0.88,partition
0.66,0.76,0.78,0.77,0.54,0.98,0.8,basic_knowledge
0.64,0.6,0.98,0.82,0.9,0.61,0.66,
0.91,0.87,0.46,0.85,0.99,0.44,0.83,tree;loop_and_branch
0.85,0.72,0.96,0.87,0.78,0.76,0.98,
0.98,0.83,0.54,0.92,0.97,0.53,0.51,tree;loop_and_branch;simulate
0.51,0.65,0.87,0.49,0.68,0.76,0.77,sorting;partition
0.6,0.79,0.74,0.93,0.53,0.9,0.59,basic_knowledge;simulate
0.83,0.97,0.68,0.54,0.81,0.61,0.91,partition
0.87,0.79,0.71,0.54,0.79,0.73,0.61,partition
0.53,0.72,0.67,0.98,0.71,0.46,0.84,sorting;loop_and_branch
0.84,0.94,0.95,0.92,0.56,0.87,0.92,basic_knowledge
0.68,0.88,0.65,0.56,0.92,0.7,0.65,partition
0.75,0.62,0.61,0.65,0.71,0.76,0.7,
0.89,0.52,0.53,0.62,0.95,0.82,0.9,graph;tree
0.94,0.86,0.66,0.95,0.54,0.72,0.94,basic_knowledge
0.88,0.77,0.88,0.5,0.52,0.73,0.63,partition;basic_knowledge
0.84,0.71,0.9,0.79,0.47,0.83,0.87,basic_knowledge
0.51,0.59,0.55,0.75,0.7,0.76,0.69,sorting;graph;tree
0.66,0.59,0.81,0.7,0.8,0.73,0.53,graph;simulate
0.47,0.88,0.85,0.86,0.67,0.56,0.83,sorting;loop_and_branch
0.96,0.7,0.69,0.91,0.52,0.49,0.85,basic_knowledge;loop_and_branch
0.92,0.93,0.59,0.44,0.47,0.43,0.8,tree;partition;basic_knowledge;loop_and_branch
0.66,0.87,0.71,0.45,0.94,0.47,0.5,partition;loop_and_branch;simulate
0.45,0.58,0.5,0.95,0.89,0.55,0.88,sorting;graph;tree;loop_and_branch
0.78,0.61,0.7,0.63,0.87,0.63,0.78,
0.53,0.78,0.44,0.81,0.74,0.5,0.69,sorting;tree;loop_and_branch
0.96,0.46,0.67,0.65,0.78,0.98,0.86,graph
0.81,0.73,0.77,0.66,0.89,0.78,0.8,
0.81,0.79,0.53,0.74,0.56,0.87,0.79,tree;basic_knowledge
0.63,0.99,0.47,0.53,0.71,0.43,0.89,tree;partition;loop_and_branch
0.6,0.78,0.73,0.43,0.44,0.85,0.91,partition;basic_knowledge
0.84,0.73,0.48,0.59,0.73,0.98,0.86,tree;partition
0.98,0.64,0.93,0.55,0.98,0.75,0.95,partition
0.91,0.77,0.56,0.85,0.64,0.46,0.53,tree;loop_and_branch;simulate
0.88,0.47,0.61,0.48,0.54,0.96,0.69,graph;partition;basic_knowledge
0.62,0.77,0.72,0.65,0.7,0.87,0.6,
0.63,0.77,0.97,0.67,0.79,0.52,0.89,loop_and_branch
0.89,0.5,0.67,0.84,0.68,0.52,0.82,graph;loop_and_branch
0.88,0.64,0.79,0.64,0.9,0.87,0.74,
0.86,0.62,0.46,0.64,0.95,0.96,0.92,tree
0.74,0.83,0.54,0.83,0.44,0.46,0.52,tree;basic_knowledge;loop_and_branch;simulate
0.75,0.56,0.52,0.53,0.89,0.85,0.77,graph;tree;partition
0.86,0.51,0.9,0.54,0.69,0.51,0.87,graph;partition;loop_and_branch
0.52,0.45,0.61,0.8,0.81,0.51,0.54,sorting;graph;loop_and_branch;simulate
0.98,0.6,0.53,0.81,0.46,0.55,0.8,tree;basic_knowledge;loop_and_branch
0.77,0.89,0.46,0.8,0.81,0.94,0.52,tree;simulate
0.82,0.97,0.9,0.88,0.92,0.78,0.97,
0.62,0.92,0.89,0.55,0.73,0.75,0.8,partition
0.81,0.5,0.62,0.97,0.92,0.68,0.87,graph
0.54,0.47,0.56,0.94,0.53,0.46,0.67,sorting;graph;tree;basic_knowledge;loop_and_branch
0.82,0.5,0.49,0.69,0.55,0.72,0.67,graph;tree;basic_knowledge
0.48,0.87,0.95,0.52,0.97,0.49,0.61,sorting;partition;loop_and_branch
0.91,0.63,0.71,0.95,0.47,0.68,0.6,basic_knowledge
0.56,0.76,0.74,0.78,0.49,0.72,0.84,sorting;basic_knowledge
0.98,0.98,0.66,0.69,0.57,0.91,0.9,basic_knowledge
0.44,0.93,0.97,0.63,0.82,0.49,0.84,sorting;loop_and_branch
0.44,0.71,0.44,0.43,0.52,0.81,0.97,sorting;tree;partition;basic_knowledge
0.61,0.69,0.57,0.86,0.55,0.53,0.78,tree;basic_knowledge;loop_and_branch
0.66,0.61,0.84,0.98,0.64,0.66,0.84,
0.62,0.51,0.45,0.51,0.98,0.67,0.61,graph;tree;partition
0.93,0.78,0.94,0.66,0.92,0.49,0.95,loop_and_branch
0.86,0.73,0.98,0.78,0.51,0.62,0.86,basic_knowledge
0.67,0.56,0.46,0.86,0.92,0.82,0.8,graph;tree
0.83,0.8,0.76,0.47,0.6,0.62,0.59,partition;simulate
0.9,0.54,0.8,0.53,0.5,0.77,0.48,graph;partition;basic_knowledge;simulate
0.89,0.61,0.56,0.92,0.89,0.78,0.98,tree
0.53,0.93,0.65,0.6,0.94,0.96,0.75,sorting
0.55,0.92,0.88,0.85,0.94,0.78,0.61,sorting
0.89,0.55,0.94,0.69,0.8,0.48,0.45,graph;loop_and_branch;simulate
0.59,0.45,0.92,0.84,0.96,0.79,0.5,sorting;graph;simulate
0.61,0.83,0.76,0.46,0.74,0.83,0.74,partition
0.57,0.8,0.6,0.72,0.84,0.76,0.49,sorting;simulate
0.96,0.52,0.53,0.6,0.96,0.6,0.51,graph;tree;simulate
0.83,0.88,0.85,0.81,0.89,0.96,0.57,simulate
0.51,0.88,0.63,0.99,0.55,0.95,0.54,sorting;basic_knowledge;simulate
0.98,0.56,0.57,0.78,0.98,0.48,0.74,graph;tree;loop_and_branch
0.73,0.88,0.7,0.87,0.5,0.76,0.96,basic_knowledge
0.51,0.94,0.46,0.65,0.96,0.54,0.63,sorting;tree;loop_and_branch
0.87,0.94,0.7,0.67,0.97,0.84,0.96,
0.84,0.99,0.45,0.49,0.46,0.46,0.57,tree;partition;basic_knowledge;loop_and_branch;simulate
0.65,0.82,0.48,0.85,0.65,0.55,0.62,tree;loop_and_branch
0.83,0.54,0.9,0.62,0.58,0.76,0.82,graph;basic_knowledge
0.52,0.7,0.57,0.61,0.57,0.91,0.98,sorting;tree;basic_knowledge
0.5,0.49,0.69,0.95,0.7,0.87,0.49,sorting;graph;simulate
0.8,0.46,0.63,0.52,0.68,0.64,0.52,graph;partition;simulate
0.8,0.55,0.49,0.56,0.53,0.6,0.73,graph;tree;partition;basic_knowledge
0.5,0.87,0.66,0.92,0.72,0.76,0.61,sorting
0.55,0.67,0.93,0.92,0.44,0.78,0.47,sorting;basic_knowledge;simulate
0.44,0.75,0.88,0.85,0.61,0.6,0.92,sorting
0.72,0.48,0.8,0.97,0.82,0.67,0.68,graph
0.95,0.59,0.8,0.88,0.66,0.85,0.64,graph
0.91,0.65,0.66,0.67,0.59,0.94,0.74,basic_knowledge
0.64,0.68,0.82,0.78,0.88,0.86,0.55,simulate
0.75,0.49,0.67,0.43,0.5,0.64,0.64,graph;partition;basic_knowledge
0.72,0.98,0.92,0.49,0.67,0.59,0.51,partition;loop_and_branch;simulate
0.61,0.57,0.48,0.63,0.57,0.64,0.83,graph;tree;basic_knowledge
0.68,0.81,0.56,0.84,0.85,0.76,0.59,tree;simulate
0.56,0.8,0.82,0.97,0.98,0.52,0.62,sorting;loop_and_branch
0.88,0.54,0.54,0.83,0.51,0.48,0.82,graph;tree;basic_knowledge;loop_and_branch
0.69,0.78,0.94,0.74,0.93,0.7,0.91,
0.53,0.81,0.49,0.6,0.57,0.76,0.53,sorting;tree;basic_knowledge;simulate
0.59,0.9,0.47,0.65,0.73,0.69,0.76,sorting;tree
0.95,0.81,0.88,0.98,0.9,0.46,0.88,loop_and_branch
0.5,0.96,0.7,0.91,0.83,0.45,0.62,sorting;loop_and_branch
0.94,0.97,0.52,0.57,0.74,0.89,0.97,tree;partition
0.72,0.73,0.48,0.65,0.66,0.66,0.98,tree
0.5,0.98,0.95,0.47,0.45,0.61,0.73,sorting;partition;basic_knowledge
0.71,0.92,0.77,0.9,0.47,0.63,0.91,basic_knowledge
0.43,0.67,0.65,0.97,0.95,0.46,0.47,sorting;loop_and_branch;simulate
0.63,0.73,0.57,0.8,0.62,0.53,0.49,tree;loop_and_branch;simulate
0.62,0.88,0.61,0.54,0.84,0.92,0.8,partition
0.55,0.66,0.68,0.47,0.73,0.74,0.8,sorting;partition
0.67,0.98,0.85,0.58,0.84,0.75,0.66,partition
0.79,0.88,0.56,0.9,0.94,0.91,0.66,tree
0.85,0.71,0.85,0.94,0.57,0.72,0.91,basic_knowledge
0.65,0.5,0.69,0.74,0.95,0.83,0.49,graph;simulate
0.97,0.88,0.99,0.72,0.85,0.66,0.77,
0.98,0.44,0.68,0.46,0.69,0.9,0.96,graph;partition
0.65,0.64,0.77,0.99,0.43,0.6,0.5,basic_knowledge;simulate
0.75,0.72,0.86,0.69,0.47,0.53,0.86,basic_knowledge;loop_and_branch
0.6,0.63,0.64,0.87,0.85,0.54,0.82,loop_and_branch
0.71,0.83,0.77,0.57,0.62,0.86,0.67,partition
0.91,0.62,0.49,0.95,0.57,0.82,0.52,tree;basic_knowledge;simulate
0.97,0.5,0.51,0.7,0.9,0.81,0.98,graph;tree
0.49,0.71,0.46,0.95,0.81,0.49,0.6,sorting;tree;loop_and_branch
0.46,0.58,0.45,0.7,0.66,0.55,0.68,sorting;graph;tree;loop_and_branch
0.93,0.83,0.43,0.97,0.79,0.98,0.91,tree
0.7,0.78,0.85,0.57,0.77,0.7,0.49,partition;simulate
0.6,0.93,0.88,0.49,0.85,0.6,0.76,partition
0.61,0.47,0.66,0.58,0.83,0.95,0.78,graph;partition
0.7,0.54,0.8,0.51,0.81,0.6,0.57,graph;partition;simulate
0.87,0.78,0.92,0.54,0.8,0.78,0.89,partition
0.55,0.96,0.77,0.7,0.7,0.64,0.78,sorting
0.85,0.79,0.69,0.83,0.75,0.92,0.48,simulate
0.92,0.69,0.74,0.46,0.81,0.84,0.7,partition
0.73,0.46,0.79,0.83,0.53,0.97,0.8,graph;basic_knowledge
0.65,0.64,0.91,0.9,0.75,0.96,0.63,
0.95,0.76,0.7,0.72,0.7,0.66,0.55,simulate
0.82,0.62,0.49,0.53,0.54,0.81,0.43,tree;partition;basic_knowledge;simulate
0.51,0.48,0.59,0.92,0.57,0.63,0.51,sorting;graph;tree;basic_knowledge;simulate
0.73,0.85,0.94,0.59,0.86,0.48,0.6,partition;loop_and_branch
0.7,0.49,0.52,0.53,0.49,0.55,0.99,graph;tree;partition;basic_knowledge;loop_and_branch
0.74,0.63,0.91,0.52,0.82,0.59,0.98,partition;loop_and_branch
0.91,0.7,0.48,0.98,0.8,0.78,0.44,tree;simulate
0.67,0.49,0.62,0.65,0.68,0.68,0.55,graph;simulate
0.58,0.78,0.71,0.46,0.99,0.98,0.73,sorting;partition
0.61,0.88,0.74,0.86,0.49,0.48,0.8,basic_knowledge;loop_and_branch
0.77,0.49,0.61,0.73,0.92,0.73,0.73,graph
0.73,0.56,0.53,0.52,0.46,0.94,0.47,graph;tree;partition;basic_knowledge;simulate
0.73,0.84,0.87,0.46,0.86,0.76,0.85,partition
0.46,0.44,0.89,0.82,0.45,0.5,0.57,sorting;graph;basic_knowledge;loop_and_branch;simulate
0.96,0.71,0.76,0.56,0.72,0.95,0.45,partition;simulate
0.73,0.8,0.85,0.69,0.82,0.93,0.86,
0.51,0.78,0.88,0.92,0.68,0.59,0.54,sorting;loop_and_branch;simulate
0.67,0.47,0.88,0.43,0.89,0.66,0.63,graph;partition
0.77,0.83,0.7,0.69,0.55,0.88,0.93,basic_knowledge
0.56,0.59,0.57,0.98,0.92,0.79,0.93,sorting;graph;tree
0.49,0.48,0.95,0.64,0.83,0.47,0.93,sorting;graph;loop_and_branch
0.77,0.49,0.74,0.5,0.53,0.85,0.62,graph;partition;basic_knowledge
0.82,0.91,0.74,0.56,0.52,0.57,0.86,partition;basic_knowledge;loop_and_branch
0.85,0.5,0.96,0.98,0.88,0.9,0.8,graph
0.73,0.97,0.8,0.63,0.59,0.47,0.55,basic_knowledge;loop_and_branch;simulate
0.84,0.74,0.98,0.79,0.44,0.66,0.63,basic_knowledge
0.95,0.81,0.67,0.9,0.85,0.57,0.72,loop_and_branch
0.54,0.98,0.53,0.44,0.55,0.53,0.55,sorting;tree;partition;basic_knowledge;loop_and_branch;simulate
0.46,0.98,0.56,0.87,0.96,0.55,0.85,sorting;tree;loop_and_branch
0.83,0.93,0.83,0.87,0.54,0.87,0.96,basic_knowledge
0.87,0.5,0.87,0.64,0.85,0.83,0.71,graph
0.95,0.78,0.57,0.72,0.93,0.9,0.78,tree
0.75,0.88,0.56,0.53,0.9,0.86,0.64,tree;partition
0.93,0.88,0.65,0.86,0.73,0.94,0.87,
0.77,0.56,0.75,0.53,0.69,0.68,0.94,graph;partition
0.77,0.77,0.71,0.48,0.73,0.67,0.69,partition
0.43,0.67,0.59,0.59,0.54,0.85,0.51,sorting;tree;partition;basic_knowledge;simulate
0.61,0.82,0.67,0.88,0.53,0.56,0.99,basic_knowledge;loop_and_branch
0.44,0.82,0.58,0.96,0.83,0.97,0.73,sorting;tree
0.55,0.59,0.45,0.78,0.44,0.86,0.69,sorting;graph;tree;basic_knowledge
0.8,0.95,0.81,0.86,0.77,0.7,0.79,
0.77,0.83,0.69,0.93,0.71,0.61,0.56,simulate
0.8,0.58,0.66,0.48,0.88,0.56,0.93,graph;partition;loop_and_branch
0.89,0.92,0.48,0.77,0.64,0.66,0.67,tree
0.78,0.52,0.88,0.86,0.56,0.91,0.94,graph;basic_knowledge
0.74,0.93,0.62,0.93,0.95,0.84,0.75,
0.63,0.55,0.81,0.93,0.96,0.56,0.81,graph;loop_and_branch
0.91,0.51,0.73,0.61,0.94,0.45,0.88,graph;loop_and_branch
0.8,0.79,0.8,0.74,0.61,0.97,0.79,
0.86,0.73,0.77,0.88,0.68,0.71,0.89,
0.91,0.64,0.9,0.52,0.87,0.86,0.55,partition;simulate
0.82,0.45,0.57,0.77,0.91,0.86,0.85,graph;tree
0.84,0.77,0.77,0.48,0.51,0.71,0.84,partition;basic_knowledge
0.55,0.63,0.75,0.65,0.89,0.49,0.77,sorting;loop_and_branch
0.6,0.76,0.51,0.45,0.47,0.75,0.63,tree;partition;basic_knowledge
0.7,0.73,0.54,0.94,0.78,0.67,0.95,tree
0.9,0.44,0.55,0.48,0.48,0.75,0.54,graph;tree;partition;basic_knowledge;simulate
0.97,0.66,0.48,0.61,0.83,0.95,0.91,tree
0.59,0.59,0.46,0.77,0.8,0.65,0.75,sorting;graph;tree
0.97,0.69,0.67,0.6,0.43,0.85,0.75,basic_knowledge
0.6,0.64,0.82,0.94,0.46,0.46,0.7,basic_knowledge;loop_and_branch
0.96,0.82,0.55,0.68,0.99,0.83,0.46,tree;simulate
0.65,0.46,0.63,0.88,0.95,0.9,0.65,graph
0.91,0.56,0.86,0.48,0.7,0.68,0.93,graph;partition
0.75,0.78,0.85,0.57,0.95,0.93,0.45,partition;simulate
0.45,0.74,0.57,0.69,0.62,0.52,0.6,sorting;tree;loop_and_branch
0.65,0.71,0.86,0.77,0.47,0.75,0.94,basic_knowledge
0.49,0.96,0.58,0.9,0.71,0.44,0.67,sorting;tree;loop_and_branch
0.64,0.81,0.96,0.64,0.55,0.7,0.46,basic_knowledge;simulate
0.51,0.45,0.99,0.69,0.76,0.85,0.55,sorting;graph;simulate
0.71,0.83,0.85,0.99,0.61,0.8,0.95,
0.97,0.67,0.63,0.9,0.68,0.79,0.46,simulate
0.98,0.74,0.87,0.89,0.61,0.95,0.73,
0.66,0.58,0.9,0.58,0.78,0.65,0.63,graph;partition
0.63,0.78,0.73,0.62,0.85,0.46,0.54,loop_and_branch;simulate
0.96,0.52,0.7,0.82,0.57,0.75,0.44,graph;basic_knowledge;simulate
0.68,0.65,0.75,0.45,0.8,0.62,0.59,partition;simulate
0.65,0.66,0.76,0.89,0.54,0.66,0.91,basic_knowledge
0.54,0.74,0.83,0.64,0.57,0.83,0.73,sorting;basic_knowledge
0.83,0.73,0.75,0.53,0.76,0.85,0.9,partition
0.51,0.85,0.56,0.65,0.97,0.71,0.49,sorting;tree;simulate
0.6,0.65,0.71,0.92,0.58,0.74,0.47,basic_knowledge;simulate
0.48,0.84,0.87,0.84,0.75,0.8,0.82,sorting
0.83,0.53,0.46,0.67,0.67,0.87,0.56,graph;tree;simulate
0.92,0.78,0.88,0.59,0.53,0.68,0.71,partition;basic_knowledge
0.5,0.8,0.78,0.46,0.87,0.81,0.84,sorting;partition
0.45,0.8,0.9,0.95,0.96,0.63,0.54,sorting;simulate
0.97,0.98,0.8,0.65,0.46,0.54,0.95,basic_knowledge;loop_and_branch
0.45,0.83,0.97,0.64,0.85,0.52,0.5,sorting;loop_and_branch;simulate
0.82,0.88,0.73,0.79,0.54,0.9,0.94,basic_knowledge
0.87,0.81,0.43,0.62,0.53,0.43,0.75,tree;basic_knowledge;loop_and_branch
0.7,0.95,0.87,0.81,0.47,0.72,0.65,basic_knowledge
0.69,0.69,0.77,0.84,0.89,0.79,0.85,
0.72,0.49,0.88,0.5,0.69,0.98,0.66,graph;partition
0.82,0.94,0.56,0.95,0.58,0.43,0.85,tree;basic_knowledge;loop_and_branch
0.63,0.61,0.84,0.91,0.71,0.62,0.98,
0.74,0.74,0.85,0.9,0.94,0.84,0.63,
0.46,0.55,0.48,0.8,0.47,0.64,0.62,sorting;graph;tree;basic_knowledge
0.84,0.85,0.78,0.53,0.53,0.93,0.54,partition;basic_knowledge;simulate
0.53,0.78,0.61,0.74,0.73,0.65,0.52,sorting;simulate
0.77,0.49,0.45,0.65,0.78,0.91,0.57,graph;tree;simulate
0.74,0.69,0.6,0.77,0.78,0.76,0.58,simulate
0.94,0.61,0.81,0.9,0.93,0.66,0.83,
0.96,0.67,0.67,0.8,0.75,0.45,0.76,loop_and_branch
0.7,0.54,0.74,0.82,0.85,0.92,0.84,graph
0.77,0.89,0.84,0.62,0.94,0.92,0.82,
0.56,0.73,0.9,0.77,0.94,0.49,0.49,sorting;loop_and_branch;simulate
0.74,0.86,0.79,0.56,0.72,0.57,0.76,partition;loop_and_branch
0.7,0.82,0.91,0.71,0.81,0.96,0.82,
0.84,0.47,0.51,0.81,0.57,0.48,0.57,graph;tree;basic_knowledge;loop_and_branch;simulate
0.65,0.8,0.62,0.58,0.63,0.47,0.5,partition;loop_and_branch;simulate
0.75,0.87,0.88,0.89,0.84,0.51,0.87,loop_and_branch
0.61,0.48,0.61,0.55,0.92,0.74,0.66,graph;partition
0.75,0.52,0.97,0.65,0.59,0.83,0.6,graph;basic_knowledge
0.91,0.55,0.94,0.73,0.87,0.64,0.88,graph
0.48,0.75,0.65,0.44,0.52,0.72,0.44,sorting;partition;basic_knowledge;simulate
0.59,0.47,0.97,0.59,0.83,0.94,0.74,sorting;graph;partition
0.75,0.98,0.93,0.56,0.47,0.75,0.95,partition;basic_knowledge
0.47,0.72,0.88,0.67,0.91,0.87,0.92,sorting
0.77,0.68,0.6,0.98,0.79,0.6,0.69,
0.89,0.77,0.65,0.83,0.57,0.67,0.98,basic_knowledge
0.92,0.55,0.44,0.63,0.78,0.58,0.86,graph;tree;loop_and_branch
0.86,0.47,0.7,0.9,0.56,0.94,0.65,graph;basic_knowledge
0.77,0.54,0.95,0.54,0.97,0.74,0.65,graph;partition
0.87,0.63,0.59,0.72,0.67,0.96,0.77,tree
0.67,0.69,0.69,0.94,0.62,0.48,0.92,loop_and_branch
0.5,0.97,0.48,0.54,0.87,0.84,0.67,sorting;tree;partition
0.71,0.71,0.7,0.6,0.44,0.91,0.47,basic_knowledge;simulate
0.88,0.79,0.49,0.95,0.71,0.87,0.51,tree;simulate
0.54,0.91,0.75,0.64,0.46,0.81,0.48,sorting;basic_knowledge;simulate
0.46,0.46,0.59,0.62,0.89,0.47,0.54,sorting;graph;tree;loop_and_branch;simulate
0.74,0.88,0.73,0.82,0.79,0.59,0.69,loop_and_branch
0.69,0.73,0.53,0.49,0.91,0.63,0.5,tree;partition;simulate
0.89,0.66,0.45,0.84,0.48,0.77,0.5,tree;basic_knowledge;simulate
0.67,0.76,0.76,0.81,0.72,0.92,0.97,
0.61,0.85,0.9,0.93,0.53,0.84,0.97,basic_knowledge
0.89,0.64,0.84,0.54,0.79,0.99,0.96,partition
0.73,0.97,0.74,0.73,0.61,0.55,0.78,loop_and_branch
0.73,0.87,0.94,0.77,0.58,0.82,0.46,basic_knowledge;simulate
0.97,0.59,0.61,0.45,0.63,0.85,0.46,graph;partition;simulate
0.51,0.68,0.95,0.85,0.52,0.51,0.51,sorting;basic_knowledge;loop_and_branch;simulate
0.92,0.5,0.54,0.96,0.95,0.57,0.75,graph;tree;loop_and_branch
0.65,0.91,0.89,0.63,0.55,0.58,0.52,basic_knowledge;loop_and_branch;simulate
0.69,0.92,0.96,0.94,0.95,0.83,0.65,
0.79,0.99,0.54,0.87,0.93,0.67,0.71,tree
0.69,0.53,0.87,0.67,0.95,0.93,0.53,graph;simulate
0.78,0.74,0.79,0.56,0.56,0.69,0.81,partition;basic_knowledge
0.93,0.7,0.87,0.63,0.84,0.8,0.97,
0.78,0.85,0.97,0.97,0.45,0.94,0.47,basic_knowledge;simulate
0.44,0.91,0.44,0.49,0.46,0.66,0.43,sorting;tree;partition;basic_knowledge;simulate
0.86,0.44,0.83,0.62,0.43,0.85,0.48,graph;basic_knowledge;simulate
0.96,0.46,0.9,0.73,0.83,0.53,0.92,graph;loop_and_branch
0.67,0.9,0.5,0.77,0.58,0.58,0.58,tree;basic_knowledge;loop_and_branch;simulate
0.69,0.82,0.52,0.71,0.8,0.71,0.72,tree
0.89,0.52,0.78,0.66,0.65,0.86,0.91,graph
0.83,0.48,0.52,0.58,0.51,0.75,0.65,graph;tree;partition;basic_knowledge
0.53,0.96,0.53,0.5,0.98,0.74,0.87,sorting;tree;partition
0.77,0.65,0.64,0.58,0.72,0.57,0.97,partition;loop_and_branch
0.91,0.93,0.8,0.83,0.86,0.65,0.73,
0.71,0.58,0.7,0.82,0.53,0.68,0.97,graph;basic_knowledge
0.68,0.52,0.77,0.97,0.84,0.99,0.83,graph
0.62,0.95,0.48,0.79,0.52,0.9,0.84,tree;basic_knowledge
0.69,0.7,0.44,0.96,0.9,0.96,0.81,tree
0.78,0.71,0.57,0.81,0.59,0.49,0.85,tree;basic_knowledge;loop_and_branch
0.48,0.58,0.85,0.43,0.84,0.89,0.78,sorting;graph;partition
0.51,0.8,0.92,0.48,0.56,0.66,0.5,sorting;partition;basic_knowledge;simulate
0.6,0.94,0.69,0.63,0.69,0.77,0.81,
0.51,0.91,0.76,0.47,0.77,0.8,0.57,sorting;partition;simulate
0.65,0.82,0.9,0.47,0.94,0.45,0.6,partition;loop_and_branch
0.63,0.75,0.85,0.69,0.54,0.46,0.65,basic_knowledge;loop_and_branch
0.93,0.85,0.96,0.8,0.59,0.52,0.52,basic_knowledge;loop_and_branch;simulate
0.46,0.98,0.82,0.66,0.66,0.71,0.8,sorting
0.73,0.98,0.59,0.79,0.81,0.88,0.64,tree
0.66,0.77,0.85,0.91,0.67,0.63,0.9,
0.6,0.62,0.65,0.96,0.48,0.94,0.46,basic_knowledge;simulate
0.89,0.54,0.71,0.46,0.73,0.51,0.47,graph;partition;loop_and_branch;simulate
0.67,0.82,0.79,0.97,0.77,0.51,0.82,loop_and_branch
0.7,0.56,0.53,0.79,0.84,0.74,0.69,graph;tree
0.61,0.91,0.56,0.7,0.73,0.73,0.85,tree
0.97,0.48,0.73,0.91,0.8,0.79,0.54,graph;simulate
0.61,0.6,0.65,0.76,0.45,0.45,0.71,basic_knowledge;loop_and_branch
0.95,0.67,0.82,0.71,0.9,0.5,0.74,loop_and_branch
0.59,0.8,0.62,0.73,0.68,0.65,0.67,sorting
0.76,0.62,0.74,0.73,0.55,0.69,0.76,basic_knowledge
0.83,0.66,0.96,0.64,0.8,0.44,0.82,loop_and_branch
0.65,0.71,0.91,0.87,0.92,0.63,0.46,simulate
0.8,0.71,0.82,0.73,0.7,0.62,0.53,simulate
0.82,0.95,0.62,0.59,0.84,0.82,0.63,partition
0.51,0.88,0.68,0.95,0.55,0.77,0.95,sorting;basic_knowledge
0.85,0.92,0.98,0.79,0.71,0.59,0.62,loop_and_branch
0.92,0.77,0.93,0.73,0.95,0.68,0.49,simulate
0.67,0.73,0.47,0.63,0.68,0.89,0.6,tree
0.84,0.67,0.49,0.91,0.77,0.88,0.81,tree
0.51,0.86,0.63,0.44,0.94,0.66,0.48,sorting;partition;simulate
0.64,0.46,0.85,0.81,0.79,0.75,0.93,graph
0.64,0.85,0.86,0.96,0.51,0.85,0.64,basic_knowledge
0.88,0.66,0.75,0.63,0.61,0.89,0.88,
0.83,0.54,0.62,0.5,0.73,0.45,0.57,graph;partition;loop_and_branch;simulate
0.74,0.69,0.71,0.69,0.55,0.78,0.48,basic_knowledge;simulate
0.6,0.88,0.5,0.91,0.89,0.71,0.57,tree;simulate
0.88,0.69,0.88,0.81,0.46,0.46,0.56,basic_knowledge;loop_and_branch;simulate
0.47,0.64,0.91,0.85,0.91,0.8,0.82,sorting
0.59,0.82,0.69,0.82,0.69,0.43,0.43,sorting;loop_and_branch;simulate
0.71,0.52,0.76,0.7,0.95,0.79,0.98,graph
0.62,0.6,0.73,0.7,0.85,0.71,0.92,
0.53,0.83,0.56,0.87,0.89,0.77,0.49,sorting;tree;simulate
0.78,0.75,0.67,0.56,0.73,0.85,0.65,partition
0.44,0.68,0.62,0.5,0.8,0.87,0.88,sorting;partition
